ExpenseDate,ExpenseType,Amount_VND
2025-09-11,Văn phòng phẩm,3635189
2025-09-12,Văn phòng phẩm,3556653
2025-09-13,Văn phòng phẩm,3429304
2025-09-14,Văn phòng phẩm,3198547
2025-09-15,Văn phòng phẩm,3783709
2025-09-16,Văn phòng phẩm,3657299
2025-09-17,Văn phòng phẩm,3264343
2025-09-18,Văn phòng phẩm,3352977
2025-09-19,Văn phòng phẩm,3844298
2025-09-20,Văn phòng phẩm,3801210
2025-09-21,Văn phòng phẩm,3493937
2025-09-22,Văn phòng phẩm,3817850
2025-09-23,Văn phòng phẩm,3533387
2025-09-24,Văn phòng phẩm,3482233
2025-09-25,Văn phòng phẩm,3663970
2025-09-26,Văn phòng phẩm,3734089
2025-09-27,Văn phòng phẩm,3159375
2025-09-28,Văn phòng phẩm,3290893
2025-09-29,Văn phòng phẩm,3459092
2025-09-30,Văn phòng phẩm,3630984
2025-10-01,Văn phòng phẩm,3234501
2025-10-02,Văn phòng phẩm,3259038
2025-10-03,Văn phòng phẩm,3478770
2025-10-04,Văn phòng phẩm,3075143
2025-10-05,Văn phòng phẩm,3071820
2025-10-06,Văn phòng phẩm,3622334
2025-10-07,Văn phòng phẩm,3144029
2025-10-08,Văn phòng phẩm,3664018
2025-10-09,Văn phòng phẩm,3075413
2025-10-10,Văn phòng phẩm,3196984
2025-10-11,Văn phòng phẩm,3061771
2025-10-12,Văn phòng phẩm,3223438
2025-10-13,Văn phòng phẩm,3732171
2025-10-14,Văn phòng phẩm,3244960
2025-10-15,Văn phòng phẩm,3383907
2025-10-16,Văn phòng phẩm,3603797
2025-10-17,Văn phòng phẩm,3576564
2025-10-18,Văn phòng phẩm,3194333
2025-10-19,Văn phòng phẩm,3330777
2025-10-20,Văn phòng phẩm,3226895
2025-10-21,Văn phòng phẩm,3392327
2025-10-22,Văn phòng phẩm,3158629
2025-10-23,Văn phòng phẩm,3526961
2025-10-24,Văn phòng phẩm,3672968
2025-10-25,Văn phòng phẩm,3175133
2025-10-26,Văn phòng phẩm,3350748
2025-10-27,Văn phòng phẩm,3368001
2025-10-28,Văn phòng phẩm,3702283
2025-10-29,Văn phòng phẩm,3476003
2025-10-30,Văn phòng phẩm,3474055
2025-10-31,Văn phòng phẩm,3200731
2025-11-01,Văn phòng phẩm,3362579
2025-11-02,Văn phòng phẩm,3539546
2025-11-03,Văn phòng phẩm,3239833
2025-11-04,Văn phòng phẩm,3823503
2025-11-05,Văn phòng phẩm,3622217
2025-11-06,Văn phòng phẩm,3502850
2025-11-07,Văn phòng phẩm,3716729
2025-11-08,Văn phòng phẩm,3548541
2025-11-09,Văn phòng phẩm,3478255
2025-11-10,Văn phòng phẩm,3762771
2025-11-11,Văn phòng phẩm,3383262
2025-11-12,Văn phòng phẩm,3584053
2025-11-13,Văn phòng phẩm,3705755
2025-11-14,Văn phòng phẩm,3600016
2025-11-15,Văn phòng phẩm,3525839
2025-11-16,Văn phòng phẩm,3689782
2025-11-17,Văn phòng phẩm,3160475
2025-11-18,Văn phòng phẩm,3436955
2025-11-19,Văn phòng phẩm,3288441
2025-11-20,Văn phòng phẩm,3560221
2025-11-21,Văn phòng phẩm,3345972
2025-11-22,Văn phòng phẩm,3810541
2025-11-23,Văn phòng phẩm,3339624
2025-11-24,Văn phòng phẩm,3290061
2025-11-25,Văn phòng phẩm,3306297
2025-11-26,Văn phòng phẩm,3188505
2025-11-27,Văn phòng phẩm,3762504
2025-11-28,Văn phòng phẩm,3209328
2025-11-29,Văn phòng phẩm,3170703
2025-11-30,Văn phòng phẩm,3715217
2025-12-01,Văn phòng phẩm,3485898
2025-12-02,Văn phòng phẩm,3402293
2025-12-03,Văn phòng phẩm,3269261
2025-12-04,Văn phòng phẩm,3313754
2025-12-05,Văn phòng phẩm,3492933
2025-12-06,Văn phòng phẩm,3160102
2025-12-07,Văn phòng phẩm,3483186
2025-12-08,Văn phòng phẩm,3255664
2025-12-09,Văn phòng phẩm,3120886
2025-12-10,Văn phòng phẩm,3711462
2025-12-11,Văn phòng phẩm,3455638
2025-12-12,Văn phòng phẩm,3640278
2025-12-13,Văn phòng phẩm,3492541
2025-12-14,Văn phòng phẩm,3401437
2025-12-15,Văn phòng phẩm,3173054
2025-12-16,Văn phòng phẩm,3513957
2025-12-17,Văn phòng phẩm,3477657
2025-12-18,Văn phòng phẩm,3414643
2025-12-19,Văn phòng phẩm,3496765
2025-12-20,Văn phòng phẩm,3490847
2025-12-21,Văn phòng phẩm,3085764
2025-12-22,Văn phòng phẩm,3599188
2025-12-23,Văn phòng phẩm,3088677
2025-12-24,Văn phòng phẩm,3249146
2025-12-25,Văn phòng phẩm,3336251
2025-12-26,Văn phòng phẩm,3579618
2025-12-27,Văn phòng phẩm,3716245
2025-12-28,Văn phòng phẩm,3492818
2025-12-29,Văn phòng phẩm,3307863
2025-12-30,Văn phòng phẩm,3609322
2025-12-31,Văn phòng phẩm,3224835
2025-01-01,Bảo trì thiết bị,3702661
2025-01-02,Bảo trì thiết bị,3201329
2025-01-03,Bảo trì thiết bị,3449090
2025-01-04,Bảo trì thiết bị,3372302
2025-01-05,Bảo trì thiết bị,3152049
2025-01-06,Bảo trì thiết bị,3300313
2025-01-07,Bảo trì thiết bị,3263491
2025-01-08,Bảo trì thiết bị,3423442
2025-01-09,Bảo trì thiết bị,3301764
2025-01-10,Bảo trì thiết bị,3286901
2025-01-11,Bảo trì thiết bị,3450400
2025-01-12,Bảo trì thiết bị,3103970
2025-01-13,Bảo trì thiết bị,3167114
2025-01-14,Bảo trì thiết bị,3581546
2025-01-15,Bảo trì thiết bị,3196879
2025-01-16,Bảo trì thiết bị,3678548
2025-01-17,Bảo trì thiết bị,3425609
2025-01-18,Bảo trì thiết bị,3484207
2025-01-19,Bảo trì thiết bị,3128040
2025-01-20,Bảo trì thiết bị,3648375
2025-01-21,Bảo trì thiết bị,3436429
2025-01-22,Bảo trì thiết bị,3690817
2025-01-23,Bảo trì thiết bị,3398139
2025-01-24,Bảo trì thiết bị,3088787
2025-01-25,Bảo trì thiết bị,3166749
2025-01-26,Bảo trì thiết bị,3203906
2025-01-27,Bảo trì thiết bị,3061641
2025-01-28,Bảo trì thiết bị,3662287
2025-01-29,Bảo trì thiết bị,3307082
2025-01-30,Bảo trì thiết bị,3125927
2025-01-31,Bảo trì thiết bị,3306190
2025-02-01,Bảo trì thiết bị,3429447
2025-02-02,Bảo trì thiết bị,3931668
2025-02-03,Bảo trì thiết bị,3410902
2025-02-04,Bảo trì thiết bị,3605098
2025-02-05,Bảo trì thiết bị,4015883
2025-02-06,Bảo trì thiết bị,3749521
2025-02-07,Bảo trì thiết bị,3808930
2025-02-08,Bảo trì thiết bị,4098708
2025-02-09,Bảo trì thiết bị,3729632
2025-02-10,Bảo trì thiết bị,3449496
2025-02-11,Bảo trì thiết bị,3933237
2025-02-12,Bảo trì thiết bị,4092297
2025-02-13,Bảo trì thiết bị,3381291
2025-02-14,Bảo trì thiết bị,3830226
2025-02-15,Bảo trì thiết bị,4122260
2025-02-16,Bảo trì thiết bị,3601025
2025-02-17,Bảo trì thiết bị,3795082
2025-02-18,Bảo trì thiết bị,3625157
2025-02-19,Bảo trì thiết bị,3779952
2025-02-20,Bảo trì thiết bị,3853629
2025-02-21,Bảo trì thiết bị,3758302
2025-02-22,Bảo trì thiết bị,3463201
2025-02-23,Bảo trì thiết bị,3829628
2025-02-24,Bảo trì thiết bị,4129996
2025-02-25,Bảo trì thiết bị,3411904
2025-02-26,Bảo trì thiết bị,3626803
2025-02-27,Bảo trì thiết bị,3585942
2025-02-28,Bảo trì thiết bị,3881530
2025-03-01,Bảo trì thiết bị,3388998
2025-03-02,Bảo trì thiết bị,3413407
2025-03-03,Bảo trì thiết bị,3389319
2025-03-04,Bảo trì thiết bị,3238138
2025-03-05,Bảo trì thiết bị,3555260
2025-03-06,Bảo trì thiết bị,3246882
2025-03-07,Bảo trì thiết bị,3497176
2025-03-08,Bảo trì thiết bị,3368496
2025-03-09,Bảo trì thiết bị,3277429
2025-03-10,Bảo trì thiết bị,3204296
2025-03-11,Bảo trì thiết bị,3597887
2025-03-12,Bảo trì thiết bị,3539132
2025-03-13,Bảo trì thiết bị,3723967
2025-03-14,Bảo trì thiết bị,3524894
2025-03-15,Bảo trì thiết bị,3083395
2025-03-16,Bảo trì thiết bị,3107518
2025-03-17,Bảo trì thiết bị,3343910
2025-03-18,Bảo trì thiết bị,3289644
2025-03-19,Bảo trì thiết bị,3676540
2025-03-20,Bảo trì thiết bị,3570710
2025-03-21,Bảo trì thiết bị,3244853
2025-03-22,Bảo trì thiết bị,3726329
2025-03-23,Bảo trì thiết bị,3171632
2025-03-24,Bảo trì thiết bị,3368038
2025-03-25,Bảo trì thiết bị,3243650
2025-03-26,Bảo trì thiết bị,3697080
2025-03-27,Bảo trì thiết bị,3101011
2025-03-28,Bảo trì thiết bị,3445009
2025-03-29,Bảo trì thiết bị,3238545
2025-03-30,Bảo trì thiết bị,3555606
2025-03-31,Bảo trì thiết bị,3727604
2025-04-01,Bảo trì thiết bị,3528553
2025-04-02,Bảo trì thiết bị,3576723
2025-04-03,Bảo trì thiết bị,3843189
2025-04-04,Bảo trì thiết bị,3753774
2025-04-05,Bảo trì thiết bị,3256438
2025-04-06,Bảo trì thiết bị,3643639
2025-04-07,Bảo trì thiết bị,3351511
2025-04-08,Bảo trì thiết bị,3706651
2025-04-09,Bảo trì thiết bị,3702043
2025-04-10,Bảo trì thiết bị,3723707
2025-04-11,Bảo trì thiết bị,3618132
2025-04-12,Bảo trì thiết bị,3518646
2025-04-13,Bảo trì thiết bị,3248040
2025-04-14,Bảo trì thiết bị,3725188
2025-04-15,Bảo trì thiết bị,3730818
2025-04-16,Bảo trì thiết bị,3343141
2025-04-17,Bảo trì thiết bị,3469692
2025-04-18,Bảo trì thiết bị,3274283
2025-04-19,Bảo trì thiết bị,3693607
2025-04-20,Bảo trì thiết bị,3262082
2025-04-21,Bảo trì thiết bị,3267047
2025-04-22,Bảo trì thiết bị,3223871
2025-04-23,Bảo trì thiết bị,3639588
2025-04-24,Bảo trì thiết bị,3396814
2025-04-25,Bảo trì thiết bị,3192156
2025-04-26,Bảo trì thiết bị,3456046
2025-04-27,Bảo trì thiết bị,3450771
2025-04-28,Bảo trì thiết bị,3622399
2025-04-29,Bảo trì thiết bị,3243303
2025-04-30,Bảo trì thiết bị,3367997
2025-05-01,Bảo trì thiết bị,3489965
2025-05-02,Bảo trì thiết bị,3616286
2025-05-03,Bảo trì thiết bị,3517297
2025-05-04,Bảo trì thiết bị,3619927
2025-05-05,Bảo trì thiết bị,3539927
2025-05-06,Bảo trì thiết bị,3550860
2025-05-07,Bảo trì thiết bị,3220819
2025-05-08,Bảo trì thiết bị,3125119
2025-05-09,Bảo trì thiết bị,3298559
2025-05-10,Bảo trì thiết bị,3282290
2025-05-11,Bảo trì thiết bị,3437005
2025-05-12,Bảo trì thiết bị,3401944
2025-05-13,Bảo trì thiết bị,3105030
2025-05-14,Bảo trì thiết bị,3586037
2025-05-15,Bảo trì thiết bị,3687378
2025-05-16,Bảo trì thiết bị,3540648
2025-05-17,Bảo trì thiết bị,3719438
2025-05-18,Bảo trì thiết bị,3398505
2025-05-19,Bảo trì thiết bị,3104294
2025-05-20,Bảo trì thiết bị,3235642
2025-05-21,Bảo trì thiết bị,3535691
2025-05-22,Bảo trì thiết bị,3589614
2025-05-23,Bảo trì thiết bị,3412053
2025-05-24,Bảo trì thiết bị,3669316
2025-05-25,Bảo trì thiết bị,3238760
2025-05-26,Bảo trì thiết bị,3522259
2025-05-27,Bảo trì thiết bị,3479550
2025-05-28,Bảo trì thiết bị,3454555
2025-05-29,Bảo trì thiết bị,3523404
2025-05-30,Bảo trì thiết bị,3320331
2025-05-31,Bảo trì thiết bị,3569734
2025-06-01,Bảo trì thiết bị,3678361
2025-06-02,Bảo trì thiết bị,3306171
2025-06-03,Bảo trì thiết bị,3277756
2025-06-04,Bảo trì thiết bị,3287177
2025-06-05,Bảo trì thiết bị,3371296
2025-06-06,Bảo trì thiết bị,3400434
2025-06-07,Bảo trì thiết bị,3660441
2025-06-08,Bảo trì thiết bị,3357996
2025-06-09,Bảo trì thiết bị,3812544
2025-06-10,Bảo trì thiết bị,3545314
2025-06-11,Bảo trì thiết bị,3394500
2025-06-12,Bảo trì thiết bị,3646995
2025-06-13,Bảo trì thiết bị,3240084
2025-06-14,Bảo trì thiết bị,3424072
2025-06-15,Bảo trì thiết bị,3822249
2025-06-16,Bảo trì thiết bị,3643772
2025-06-17,Bảo trì thiết bị,3722334
2025-06-18,Bảo trì thiết bị,3841655
2025-06-19,Bảo trì thiết bị,3494112
2025-06-20,Bảo trì thiết bị,3488549
2025-06-21,Bảo trì thiết bị,3209376
2025-06-22,Bảo trì thiết bị,3398269
2025-06-23,Bảo trì thiết bị,3588346
2025-06-24,Bảo trì thiết bị,3732356
2025-06-25,Bảo trì thiết bị,3218486
2025-06-26,Bảo trì thiết bị,3458172
2025-06-27,Bảo trì thiết bị,3463721
2025-06-28,Bảo trì thiết bị,3280900
2025-06-29,Bảo trì thiết bị,3332089
2025-06-30,Bảo trì thiết bị,3482513
2025-07-01,Bảo trì thiết bị,3700916
2025-07-02,Bảo trì thiết bị,3216877
2025-07-03,Bảo trì thiết bị,3628756
2025-07-04,Bảo trì thiết bị,3179342
2025-07-05,Bảo trì thiết bị,3333943
2025-07-06,Bảo trì thiết bị,3134183
2025-07-07,Bảo trì thiết bị,3350247
2025-07-08,Bảo trì thiết bị,3089528
2025-07-09,Bảo trì thiết bị,3695811
2025-07-10,Bảo trì thiết bị,3616807
2025-07-11,Bảo trì thiết bị,3646394
2025-07-12,Bảo trì thiết bị,3564200
2025-07-13,Bảo trì thiết bị,3534635
2025-07-14,Bảo trì thiết bị,3240357
2025-07-15,Bảo trì thiết bị,3106461
2025-07-16,Bảo trì thiết bị,3294664
2025-07-17,Bảo trì thiết bị,3229018
2025-07-18,Bảo trì thiết bị,3375550
2025-07-19,Bảo trì thiết bị,3207713
2025-07-20,Bảo trì thiết bị,3291982
2025-07-21,Bảo trì thiết bị,3311442
2025-07-22,Bảo trì thiết bị,3272080
2025-07-23,Bảo trì thiết bị,3110228
2025-07-24,Bảo trì thiết bị,3477643
2025-07-25,Bảo trì thiết bị,3103628
2025-07-26,Bảo trì thiết bị,3219399
2025-07-27,Bảo trì thiết bị,3473789
2025-07-28,Bảo trì thiết bị,3599573
2025-07-29,Bảo trì thiết bị,3266671
2025-07-30,Bảo trì thiết bị,3085980
2025-07-31,Bảo trì thiết bị,3591904
2025-08-01,Bảo trì thiết bị,3258774
2025-08-02,Bảo trì thiết bị,3581845
2025-08-03,Bảo trì thiết bị,3175831
2025-08-04,Bảo trì thiết bị,3083164
2025-08-05,Bảo trì thiết bị,3597375
2025-08-06,Bảo trì thiết bị,3206749
2025-08-07,Bảo trì thiết bị,3073681
2025-08-08,Bảo trì thiết bị,3558132
2025-08-09,Bảo trì thiết bị,3201967
2025-08-10,Bảo trì thiết bị,3381660
2025-08-11,Bảo trì thiết bị,3115096
2025-08-12,Bảo trì thiết bị,3266675
2025-08-13,Bảo trì thiết bị,3209727
2025-08-14,Bảo trì thiết bị,3183780
2025-08-15,Bảo trì thiết bị,3594713
2025-08-16,Bảo trì thiết bị,3430829
2025-08-17,Bảo trì thiết bị,3235025
2025-08-18,Bảo trì thiết bị,3602332
2025-08-19,Bảo trì thiết bị,3542876
2025-08-20,Bảo trì thiết bị,3407392
2025-08-21,Bảo trì thiết bị,3174306
2025-08-22,Bảo trì thiết bị,3089379
2025-08-23,Bảo trì thiết bị,3688677
2025-08-24,Bảo trì thiết bị,3300898
2025-08-25,Bảo trì thiết bị,3344278
2025-08-26,Bảo trì thiết bị,3523712
2025-08-27,Bảo trì thiết bị,3602113
2025-08-28,Bảo trì thiết bị,3152794
2025-08-29,Bảo trì thiết bị,3300873
2025-08-30,Bảo trì thiết bị,3409157
2025-08-31,Bảo trì thiết bị,3202574
2025-09-01,Bảo trì thiết bị,3766964
2025-09-02,Bảo trì thiết bị,3409040
2025-09-03,Bảo trì thiết bị,3225721
2025-09-04,Bảo trì thiết bị,3575102
2025-09-05,Bảo trì thiết bị,3596485
2025-09-06,Bảo trì thiết bị,3257520
2025-09-07,Bảo trì thiết bị,3587805
2025-09-08,Bảo trì thiết bị,3427916
2025-09-09,Bảo trì thiết bị,3224509
2025-09-10,Bảo trì thiết bị,3854484
2025-09-11,Bảo trì thiết bị,3694967
2025-09-12,Bảo trì thiết bị,3571348
2025-09-13,Bảo trì thiết bị,3248828
2025-09-14,Bảo trì thiết bị,3451139
2025-09-15,Bảo trì thiết bị,3714524
2025-09-16,Bảo trì thiết bị,3603908
2025-09-17,Bảo trì thiết bị,3315241
2025-09-18,Bảo trì thiết bị,3355927
2025-09-19,Bảo trì thiết bị,3299223
2025-09-20,Bảo trì thiết bị,3763826
2025-09-21,Bảo trì thiết bị,3386475
2025-09-22,Bảo trì thiết bị,3640031
2025-09-23,Bảo trì thiết bị,3193166
2025-09-24,Bảo trì thiết bị,3713206
2025-09-25,Bảo trì thiết bị,3691499
2025-09-26,Bảo trì thiết bị,3580261
2025-09-27,Bảo trì thiết bị,3534964
2025-09-28,Bảo trì thiết bị,3214477
2025-09-29,Bảo trì thiết bị,3635147
2025-09-30,Bảo trì thiết bị,3790603
2025-10-01,Bảo trì thiết bị,3222928
2025-10-02,Bảo trì thiết bị,3586444
2025-10-03,Bảo trì thiết bị,3617583
2025-10-04,Bảo trì thiết bị,3660406
2025-10-05,Bảo trì thiết bị,3708480
2025-10-06,Bảo trì thiết bị,3529215
2025-10-07,Bảo trì thiết bị,3184699
2025-10-08,Bảo trì thiết bị,3727410
2025-10-09,Bảo trì thiết bị,3321126
2025-10-10,Bảo trì thiết bị,3115690
2025-10-11,Bảo trì thiết bị,3243028
2025-10-12,Bảo trì thiết bị,3327566
2025-10-13,Bảo trì thiết bị,3336151
2025-10-14,Bảo trì thiết bị,3326178
2025-10-15,Bảo trì thiết bị,3169109
2025-10-16,Bảo trì thiết bị,3591635
2025-10-17,Bảo trì thiết bị,3324162
2025-10-18,Bảo trì thiết bị,3386346
2025-10-19,Bảo trì thiết bị,3646679
2025-10-20,Bảo trì thiết bị,3316395
2025-10-21,Bảo trì thiết bị,3720358
2025-10-22,Bảo trì thiết bị,3722115
2025-10-23,Bảo trì thiết bị,3595426
2025-10-24,Bảo trì thiết bị,3205224
2025-10-25,Bảo trì thiết bị,3274407
2025-10-26,Bảo trì thiết bị,3591213
2025-10-27,Bảo trì thiết bị,3466067
2025-10-28,Bảo trì thiết bị,3523010
2025-10-29,Bảo trì thiết bị,3546768
2025-10-30,Bảo trì thiết bị,3641849
2025-10-31,Bảo trì thiết bị,3064667
2025-11-01,Bảo trì thiết bị,3521378
2025-11-02,Bảo trì thiết bị,3541743
2025-11-03,Bảo trì thiết bị,3541027
2025-11-04,Bảo trì thiết bị,3756894
2025-11-05,Bảo trì thiết bị,3253821
2025-11-06,Bảo trì thiết bị,3539075
2025-11-07,Bảo trì thiết bị,3636965
2025-11-08,Bảo trì thiết bị,3435233
2025-11-09,Bảo trì thiết bị,3288462
2025-11-10,Bảo trì thiết bị,3695721
2025-11-11,Bảo trì thiết bị,3491412
2025-11-12,Bảo trì thiết bị,3656398
2025-11-13,Bảo trì thiết bị,3182487
2025-11-14,Bảo trì thiết bị,3429500
2025-11-15,Bảo trì thiết bị,3243342
2025-11-16,Bảo trì thiết bị,3618933
2025-11-17,Bảo trì thiết bị,3260971
2025-11-18,Bảo trì thiết bị,3365638
2025-11-19,Bảo trì thiết bị,3755141
2025-11-20,Bảo trì thiết bị,3650985
2025-11-21,Bảo trì thiết bị,3594767
2025-11-22,Bảo trì thiết bị,3486714
2025-11-23,Bảo trì thiết bị,3702075
2025-11-24,Bảo trì thiết bị,3596613
2025-11-25,Bảo trì thiết bị,3603660
2025-11-26,Bảo trì thiết bị,3654596
2025-11-27,Bảo trì thiết bị,3209504
2025-11-28,Bảo trì thiết bị,3676065
2025-11-29,Bảo trì thiết bị,3482256
2025-11-30,Bảo trì thiết bị,3248740
2025-12-01,Bảo trì thiết bị,3706459
